uid	tcga_g5_6641_01a_11r_a32z_07_bed	tcga_ag_3605_01a_01r_0826_07_bed	tcga_ag_a025_01a_01r_a00a_07_bed	tcga_ei_6883_01a_31r_1928_07_bed	tcga_af_3400_11a_01r_a32z_07_bed	tcga_ei_6512_01a_11r_1736_07_bed	tcga_dc_5869_01a_01r_1660_07_bed	tcga_af_a56k_01a_32r_a39d_07_bed	tcga_af_2691_01a_01r_0821_07_bed	tcga_ag_3882_01a_01r_0905_07_bed	tcga_ah_6549_01a_11r_1830_07_bed	tcga_ei_6509_01a_11r_1736_07_bed	tcga_dc_6155_01a_11r_1660_07_bed	tcga_ag_a01j_01a_01r_a00a_07_bed	tcga_ag_3902_01a_01r_a32z_07_bed	tcga_f5_6464_01a_11r_1736_07_bed	tcga_ag_3901_01a_01r_1119_07_bed	tcga_af_6136_01a_11r_1830_07_bed	tcga_ei_6508_01a_11r_1736_07_bed	tcga_ag_3742_11a_01r_1660_07_bed	tcga_dc_6158_01a_11r_1660_07_bed	tcga_af_a56n_01a_12r_a39d_07_bed	tcga_f5_6702_01a_11r_1830_07_bed	tcga_dy_a1dg_01a_11r_a32y_07_bed	tcga_af_2693_01a_02r_1736_07_bed	tcga_f5_6863_01a_11r_1928_07_bed	tcga_af_5654_01a_01r_1660_07_bed	tcga_dc_6681_01a_11r_a32z_07_bed	tcga_ag_a01n_01a_01r_a00a_07_bed	tcga_dc_4749_01a_01r_1736_07_bed	tcga_bm_6198_01a_11r_1736_07_bed	tcga_ei_6506_01a_11r_1736_07_bed	tcga_ag_3742_01a_11r_1660_07_bed	tcga_ag_3728_01a_01r_0905_07_bed	tcga_ag_3609_01a_02r_0826_07_bed	tcga_ci_6623_01b_11r_1830_07_bed	tcga_ag_a011_01a_01r_a002_07_bed	tcga_dc_6156_01a_11r_1660_07_bed	tcga_ag_4005_01a_01r_1119_07_bed	tcga_ah_6544_01a_11r_1830_07_bed	tcga_af_3400_01a_01r_0821_07_bed	tcga_af_6655_01a_11r_1830_07_bed	tcga_ag_a00y_01a_02r_a002_07_bed	tcga_ag_3725_01a_11r_1736_07_bed	tcga_ag_3727_01a_01r_0905_07_bed	tcga_ag_3731_11a_01r_1736_07_bed	tcga_ag_a00c_01a_01r_a002_07_bed	tcga_ag_3731_01a_11r_1736_07_bed	tcga_ag_3578_01a_01r_0821_07_bed	tcga_ef_5831_01a_01r_1660_07_bed	tcga_ag_a032_01a_01r_a00a_07_bed	tcga_ci_6624_01c_11r_1830_07_bed	tcga_ci_6620_01a_11r_1830_07_bed	tcga_af_2689_11a_01r_a32z_07_bed	tcga_dy_a1de_01a_11r_a155_07_bed	tcga_ag_3890_01a_01r_1119_07_bed	tcga_ag_3601_01a_01r_0826_07_bed	tcga_af_2692_11a_01r_a32z_07_bed	tcga_ag_a01y_01a_41r_a083_07_bed	tcga_f5_6861_01a_11r_1928_07_bed	tcga_af_2692_01a_01r_0821_07_bed	tcga_af_2687_01a_02r_1736_07_bed	tcga_ag_a02n_01a_11r_a083_07_bed	tcga_ag_4008_01a_01r_1119_07_bed	tcga_dc_6157_01a_11r_1660_07_bed	tcga_ah_6547_01a_11r_1830_07_bed	tcga_ag_3591_01a_01r_1736_07_bed	tcga_ag_3575_01a_01r_0821_07_bed	tcga_ei_6514_01a_11r_1736_07_bed	tcga_ag_a01w_01a_21r_a083_07_bed	tcga_dc_5337_01a_01r_1660_07_bed	tcga_ag_3587_01a_01r_0821_07_bed	tcga_ag_3592_01a_02r_1736_07_bed	tcga_f5_6465_01a_11r_1736_07_bed	tcga_ag_3883_01a_02r_0905_07_bed	tcga_ei_6885_01a_11r_1928_07_bed	tcga_ag_3893_01a_01r_1119_07_bed	tcga_ag_3600_01a_01r_0826_07_bed	tcga_ah_6903_01a_11r_1928_07_bed	tcga_ag_3584_01a_01r_0821_07_bed	tcga_ag_3894_01a_01r_1119_07_bed	tcga_ei_6882_01a_11r_1928_07_bed	tcga_ag_3892_01a_01r_1119_07_bed	tcga_ag_3726_01a_02r_0905_07_bed	tcga_ag_3999_01a_01r_1119_07_bed	tcga_ag_3885_01a_01r_0905_07_bed	tcga_cl_4957_01a_01r_1736_07_bed	tcga_ag_3599_01a_02r_0826_07_bed	tcga_af_3913_01a_02r_1119_07_bed	tcga_ag_3581_01a_01r_0821_07_bed	tcga_f5_6571_01a_12r_1830_07_bed	tcga_f5_6810_01a_11r_1830_07_bed	tcga_ef_5830_01a_01r_1660_07_bed	tcga_af_a56l_01a_31r_a39d_07_bed	tcga_ag_3583_01a_01r_0821_07_bed	tcga_ag_3580_01a_01r_0821_07_bed	tcga_ag_a002_01a_01r_a002_07_bed	tcga_ag_3881_01a_01r_0905_07_bed	tcga_dy_a1df_01a_11r_a155_07_bed	tcga_ag_3594_01a_02r_0821_07_bed	tcga_ah_6643_01a_11r_1830_07_bed	tcga_ei_6510_01a_11r_1736_07_bed	tcga_af_6672_01a_11r_1830_07_bed	tcga_ag_a014_01a_02r_a002_07_bed	tcga_af_2691_11a_01r_a32z_07_bed	tcga_ag_4007_01a_01r_1119_07_bed	tcga_ag_a023_01a_01r_a00a_07_bed	tcga_af_5654_11a_11r_1660_07_bed	tcga_ag_3593_01a_01r_0821_07_bed	tcga_ag_3887_01a_01r_1119_07_bed	tcga_ei_7002_01a_11r_1928_07_bed	tcga_ag_3732_11a_01r_1660_07_bed	tcga_ag_3725_11a_01r_1736_07_bed	tcga_g5_6235_01a_11r_1736_07_bed	tcga_ag_3611_01a_01r_0826_07_bed	tcga_dc_6154_01a_31r_1928_07_bed	tcga_ag_a01l_01a_01r_a002_07_bed	tcga_ah_6643_11a_01r_1830_07_bed	tcga_af_3911_01a_01r_1736_07_bed	tcga_ag_4001_01a_02r_1119_07_bed	tcga_ag_a016_01a_01r_a002_07_bed	tcga_dy_a1dd_01a_21r_a155_07_bed	tcga_ag_a02g_01a_01r_a00a_07_bed	tcga_ag_3898_01a_01r_1119_07_bed	tcga_ag_a036_01a_12r_a083_07_bed	tcga_f5_6812_01a_11r_1830_07_bed	tcga_ei_6513_01a_21r_1736_07_bed	tcga_ag_a020_01a_21r_a083_07_bed	tcga_af_2690_01a_02r_1736_07_bed	tcga_ag_3909_01a_01r_1119_07_bed	tcga_dt_5265_01a_21r_1830_07_bed	tcga_ag_3732_01a_11r_1660_07_bed	tcga_ag_a015_01a_01r_a002_07_bed	tcga_ci_6622_01a_11r_1830_07_bed	tcga_ei_6881_01a_11r_a32z_07_bed	tcga_ei_6884_01a_11r_1928_07_bed	tcga_ag_a008_01a_01r_a002_07_bed	tcga_ah_6897_01a_11r_1928_07_bed	tcga_ag_4015_01a_01r_1119_07_bed	tcga_cl_5917_01a_11r_1660_07_bed	tcga_ag_a026_01a_01r_a00a_07_bed	tcga_f5_6814_01a_31r_1928_07_bed	tcga_dy_a1dc_01a_31r_a155_07_bed	tcga_ci_6619_01b_11r_1830_07_bed	tcga_dy_a0xa_01a_11r_a155_07_bed	tcga_af_4110_01a_02r_1736_07_bed	tcga_dc_6682_01a_11r_1830_07_bed	tcga_ag_3598_01a_01r_0826_07_bed	tcga_ag_3582_01a_01r_0821_07_bed	tcga_ag_3878_01a_02r_0905_07_bed	tcga_f5_6811_01a_11r_1830_07_bed	tcga_ag_4021_01a_01r_1736_07_bed	tcga_ag_3602_01a_02r_0826_07_bed	tcga_ag_3586_01a_02r_0821_07_bed	tcga_cl_5918_01a_11r_1660_07_bed	tcga_dy_a1h8_01a_21r_a155_07_bed	tcga_f5_6813_01a_11r_1830_07_bed	tcga_ag_3612_01a_01r_0826_07_bed	tcga_dc_6683_01a_11r_1830_07_bed	tcga_ag_3574_01a_01r_0821_07_bed	tcga_ag_a02x_01a_01r_a00a_07_bed	tcga_g5_6572_02a_12r_1830_07_bed	tcga_g5_6572_01a_11r_1830_07_bed	tcga_ag_a00h_01a_01r_a00a_07_bed	tcga_dc_6160_01a_11r_1660_07_bed	tcga_g5_6233_01a_11r_1736_07_bed	tcga_f5_6864_01a_11r_1928_07_bed	tcga_ag_4022_01a_01r_1736_07_bed	tcga_ag_3608_01a_01r_0826_07_bed	tcga_ah_6644_01a_21r_1830_07_bed	tcga_dc_4745_01a_01r_a32z_07_bed	tcga_ei_6917_01a_11r_1928_07_bed	tcga_ei_7004_01a_11r_1928_07_bed	tcga_ci_6621_01a_11r_1830_07_bed	tcga_ag_3896_01a_01r_1119_07_bed	tcga_ei_6507_01a_11r_1736_07_bed	tcga_ei_6511_01a_11r_1736_07_bed
ANKRD16:ENSG00000134461:E1.3-E2.1|ENSG00000134461:E1.3-I1.1_5888241	1.0	0.75	0.91	0.81	0.93	0.78	0.86	0.83	0	0	0.85	1.0	0	0	0.73	0.92	0	0	0.73	0	0.79	0.79	0.88	0.6	0.84	0.86	0.76	1.0	1.0	0.83	0.71	0.83	0.93	0	1.0	0.91	0	1.0	0	1.0	0.67	0.76	0	0.83	0.79	0.93	0	0.88	0	0.86	0.93	1.0	0.82	1.0	0.67	0	0.92	0.94	0.62	0.82	0	0.78	0	0	0.91	0	0.77	0	0.87	1.0	0.94	0	0.93	0.71	1.0	0.91	0	0.86	0.92	1.0	0	0.84	1.0	0.67	0	0.5	1.0	0	1.0	1.0	0.79	0.74	0.97	0.79	0	0	0.67	0	1.0	0	0.93	0.71	0.8	0.88	0.84	0	0	1.0	0.67	0.93	0.71	0.92	0.67	0.91	1.0	0.86	0	0.87	0.86	0.87	1.0	0.7	0.92	0.82	0	0.86	0.84	0.8	0.88	0	0.82	0.83	0	0.93	1.0	0.83	0.91	0.94	0.89	0.95	0.93	0.91	0.89	0.75	0.94	0.88	0.9	0	0	0	1.0	0.79	1.0	0	0.88	0.57	0.95	0.87	1.0	1.0	0	0.89	0.87	0.8	0.86	0.9	0.83	0.9	0	1.0	0.86	0.72	0.85	0.91	0	0.68	1.0
TPGS2:ENSG00000134779:E10.3-E13.1|ENSG00000134779:E10.3-E11.1	0.16	0.17	0.19	0.19	0.23	0.11	0.19	0.1	0.2	0.05	0.08	0.12	0.6	0.2	0.25	0.14	0.11	0.31	0.26	0.18	0.15	0.2	0.15	0.25	0.17	0.21	0.12	0.26	0.25	0.15	0.17	0.2	0.17	0.0	0.16	0.12	0	0.18	0.15	0.23	0.19	0.15	0.2	0.29	0.04	0.14	0.09	0.11	0.21	0.2	0.17	0.16	0.14	0.19	0.14	0.14	0.09	0.17	0.06	0.21	0.26	0.15	0.21	0.09	0.21	0.09	0.16	0.39	0.18	0.24	0.23	0.14	0.18	0.15	0.1	0.07	0.22	0.26	0.14	0.29	0.21	0.13	0.27	0.13	0.25	0.06	0.32	0.17	0.17	0.15	0.21	0.26	0.29	0.17	0.36	0.09	0.17	0.04	0.34	0.1	0.16	0.17	0.23	0.18	0.15	0.19	0.12	0.21	0.15	0.22	0.19	0.22	0.25	0.17	0.27	0.19	0.34	0.14	0.13	0.24	0.22	0.21	0.16	0.14	0.29	0.16	0.07	0.19	0.22	0.19	0.25	0.2	0.26	0.13	0.22	0.16	0.15	0.15	0.12	0.1	0.07	0.18	0.26	0.09	0.29	0.22	0.23	0.04	0.16	0.02	0.08	0.24	0.29	0.16	0.25	0.33	0.23	0.35	0.25	0.13	0.19	0.31	0.28	0.28	0.2	0.16	0.18	0.21	0.6	0.14	0.19	0.15	0.19	0.23	0.24	0.04	0.1
ARGLU1:ENSG00000134884:E3.1-E4.4|ENSG00000134884:E4.3-E4.4	0.23	0.19	0.14	0.36	0.59	0.44	0.35	0.13	0.17	0.06	0.4	0.28	0	0.14	0.23	0.47	0.37	0.11	0.46	0.52	0.39	0.16	0.51	0.14	0.58	0.33	0.3	0.59	0.14	0.39	0.14	0.36	0.16	0.25	0.29	0.28	0.17	0.25	0.09	0.36	0.4	0.22	0.08	0.2	0.3	0.46	0.06	0.59	0.11	0.59	0.07	0.4	0.36	0.64	0.21	0.04	0.24	0.4	0.17	0.42	0.06	0.23	0.07	0.17	0.22	0.27	0.42	0.32	0.45	0.19	0.54	0.19	0.35	0.4	0.13	0.35	0.11	0.31	0.23	0.22	0.26	0.27	0.42	0.53	0.17	0.03	0.53	0.32	0.32	0.28	0.12	0.29	0.44	0.2	0.28	0.23	0.41	0.22	0.05	0.25	0.33	0.3	0.11	0.08	0.64	0.16	0.13	0.22	0.17	0.24	0.21	0.39	0.71	0.15	0.08	0.26	0.11	0.3	0.23	0.1	0.22	0.07	0.1	0.19	0.12	0.17	0.3	0.15	0.43	0.19	0.17	0.28	0.2	0.7	0.24	0.17	0.25	0.48	0.22	0.27	0.16	0.35	0.36	0.15	0.28	0.43	0.64	0.3	0.27	0.15	0.32	0.51	0.18	0.21	0.19	0.07	0.51	0.19	0.37	0.31	0.13	0.47	0.69	0.09	0.31	0.1	0.34	0.16	0.26	0.29	0.52	0.48	0.59	0.41	0.36	0.33	0.58
MDM2:ENSG00000135679:E7.2-E8.1|ENSG00000135679:E4.2-E14.5	0.32	0	0.59	0.3	0.47	0.52	0.46	0.54	0	0	0.56	0.45	0	0	0.58	0.5	0.58	0	0.55	0.44	0.71	0.54	0.7	0.33	0.58	0.6	0.59	0.64	0	0.57	0.5	0.52	0.62	0	0	0.57	0	0.59	0	0.6	0.5	0.65	0	0.75	0	0.47	0	0.62	0.58	0.91	0	0.77	0.64	0.53	0	0	0	0.54	1.0	0.57	0.62	0.62	0.5	0.73	0.71	0.54	0.6	0.53	0.8	0	0.55	0.45	0.73	0.6	0	0.64	0.77	0.73	0.62	0	0.73	0.46	0	0	0	0	0.42	0	0	0.64	0.38	0.63	0.36	0.59	0.89	0.5	0.61	0	0	0.83	0.52	0.48	0.77	0	0.42	0.56	0.61	0.36	0	0	0.45	0.62	0.5	0.47	0.75	0.61	0	0.69	0.67	0.5	0	0	0.73	0	0.36	0	0.68	0.89	0.55	0	0.58	0.48	0.55	0.5	0.59	0.44	0.61	0.65	0	0.68	0	0.48	0.6	0.54	0.38	0.39	0.74	0.78	0	0	0.7	0.75	0	0.77	0	0	0.5	0	0.48	0.73	0.78	0.47	0.51	0	0.58	0.88	0.46	0.5	0	0.6	0.71	0.53	0.64	0.48	0	0.57	0.53
YAP1:ENSG00000137693:E17.1-E22.1|ENSG00000137693:E13.1-E22.1	0.65	0.62	0.58	0.57	0.51	0.6	0.58	0.54	0.74	0.66	0.49	0.49	0	0.69	0.67	0.53	0.47	0.61	0.62	0.48	0.59	0.53	0.48	0.67	0.6	0.55	0.6	0.55	0.72	0.6	0.59	0.51	0.53	0.43	0.42	0.62	0.32	0.57	0.67	0.57	0.44	0.52	0.65	0.59	0.52	0.6	0.5	0.54	0.65	0.55	0.67	0.56	0.52	0.5	0.68	0.55	0.75	0.52	0.74	0.6	0.47	0.57	0.66	0.58	0.58	0.6	0.57	0.51	0.59	0.76	0.63	0.77	0.58	0.6	0.57	0.59	0.66	0.75	0.53	0.51	0.71	0.54	0.62	0.67	0.79	0.62	0.52	0.63	0.41	0.65	0.59	0.55	0.71	0.64	0.53	0.69	0.65	0.46	0.73	0.73	0.61	0.64	0.69	0.5	0.45	0.67	0.56	0.73	0.63	0.55	0.54	0.52	0.46	0.59	0.71	0.56	0.57	0.53	0.64	0.54	0.76	0.76	0.55	0.61	0.74	0.53	0.58	0.57	0.56	0.67	0.54	0.67	0.71	0.59	0.63	0.53	0.57	0.57	0.58	0.61	0.63	0.52	0.6	0.6	0.62	0.64	0.55	0.51	0.63	0.54	0.61	0.61	0.61	0.61	0.47	0.57	0.56	0.65	0.58	0.62	0.73	0.57	0.62	0.55	0.67	0.59	0.59	0.65	0.46	0.49	0.55	0.51	0.43	0.56	0.72	0.53	0.58
MAP2K5:ENSG00000137764:E38.2-E41.1|ENSG00000137764:I39.1_67766766-E41.1	0.82	0.93	1.0	0.91	0.89	1.0	1.0	0.94	0.74	0	0.89	0.91	0	0.8	0.8	0.83	0	0.83	0.89	0.95	1.0	0.92	0.91	0.94	0.88	0.94	0.97	0.91	1.0	0.85	1.0	0.88	0.9	0	1.0	0.92	1.0	0.95	1.0	0.92	1.0	0.95	0	0.9	0	0.92	1.0	1.0	0	0.92	0.92	1.0	0.91	0.86	0.86	0	1.0	1.0	1.0	0.96	0.93	0.91	0.94	0.77	1.0	1.0	0.97	0	1.0	1.0	1.0	1.0	0.84	0.91	0	0.98	0.67	1.0	1.0	0.93	1.0	1.0	1.0	0	0.8	1.0	0.93	1.0	1.0	1.0	0.77	1.0	0.88	0.88	0.94	1.0	1.0	0	0.61	1.0	0.81	0.85	0.88	1.0	1.0	0	0.95	0.88	1.0	1.0	0.97	0.91	0.93	0.87	0.94	0.84	0.96	1.0	0.83	0.94	1.0	0.78	1.0	1.0	0.83	0.95	0.76	0.94	0.91	0.8	0.85	0.72	1.0	0.95	0.85	0.91	1.0	1.0	1.0	0.97	1.0	0.95	0.77	0.9	0.91	0.9	0.96	0.86	0.92	0	0.95	0.86	1.0	0.83	1.0	1.0	1.0	1.0	0.87	0.88	1.0	1.0	0.86	1.0	1.0	0.77	0.93	0.82	0.94	1.0	0.95	0.89	0.89	0.92	1.0	1.0	0.96
RABGGTB:ENSG00000137955:E5.2-E5.5|ENSG00000137955:E5.2-E7.2	0.12	0.09	0.07	0.13	0.08	0.13	0.12	0.12	0.07	0.28	0.19	0.3	0	0.02	0.22	0.18	0.04	0.24	0.15	0.09	0.18	0.15	0.18	0.18	0.13	0.14	0.13	0.13	0.08	0.23	0.2	0.12	0.13	0	0.08	0.14	0.14	0.17	0.15	0.18	0.09	0.15	0.0	0.17	0	0.15	0.04	0.14	0.09	0.12	0.03	0.11	0.15	0.08	0.26	0.13	0.12	0.08	0.08	0.14	0.09	0.12	0.1	0.05	0.2	0.14	0.17	0.06	0.09	0.04	0.12	0.08	0.15	0.24	0.08	0.15	0.12	0.11	0.07	0.05	0.15	0.14	0.08	0.07	0.03	0.44	0.11	0.07	0.07	0.03	0.12	0.21	0.15	0.15	0.04	0.08	0.0	0.08	0.25	0.14	0.14	0.2	0.16	0.1	0.09	0.04	0.04	0.09	0.08	0.07	0.15	0.2	0.12	0.18	0.06	0.11	0.02	0.16	0.13	0.09	0.07	0.13	0.09	0.15	0.07	0.16	0.18	0.07	0.13	0.05	0.21	0.14	0.13	0.16	0.13	0.16	0.07	0.13	0.12	0.13	0.03	0.17	0.14	0.14	0.14	0.2	0.11	0.03	0.18	0.24	0.17	0.13	0.0	0.11	0.17	0.21	0.15	0.09	0.18	0.06	0.07	0.11	0.2	0.05	0.09	0.23	0.13	0.12	0.1	0.23	0.1	0.15	0.12	0.11	0.03	0.16	0.07
KANSL2:ENSG00000139620:E8.1-E11.1|ENSG00000139620:E8.1-E9.1	0.78	0.71	0.82	0.49	0.83	0.81	0.69	0.67	0.74	0.92	0.83	0.75	0	0.5	0.58	0.78	0.85	0.68	0.71	0.61	0.81	0.76	0.71	0.69	0.85	0.81	0.84	0.74	0.74	0.79	0.76	0.82	0.67	0.84	0.82	0.76	0.83	0.67	0.71	0.83	0.71	0.69	0.89	0.75	0.87	0.65	0.68	0.76	0.82	0.88	0.71	0.78	0.83	0.72	0.66	0.65	0.76	0.67	0.82	0.68	0.79	0.7	0.52	0.75	0.78	0.62	0.67	0.74	0.75	0.75	0.74	0.81	0.81	0.77	0.8	0.69	0.72	0.87	0.74	0.74	0.85	0.64	0.87	0.85	0.71	0.96	0.71	0.76	0.83	0.78	0.66	0.62	0.72	0.72	0.84	0.45	0.7	0.85	0.5	0.75	0.76	0.71	0.59	0.93	0.7	0.81	0.71	0.68	0.85	0.8	0.73	0.53	0.64	0.82	0.74	0.69	0.83	0.57	0.79	0.69	0.87	0.66	0.69	0.86	0.79	0.72	0.78	0.8	0.74	0.69	0.72	0.59	0.88	0.93	0.77	0.7	0.78	0.79	0.81	0.66	0.81	0.62	0.84	0.66	0.68	0.74	0.8	0.79	0.82	0.88	0.7	0.77	0.48	0.85	0.71	0.47	0.83	0.86	0.8	0.72	0.7	0.83	0.71	0.85	0.75	0.61	0.63	0.77	0.85	0.74	0.85	0.63	0.78	0.67	0.85	0.66	0.85
POLG:ENSG00000140521:E10.2-E10.5|ENSG00000140521:U0.1_89439261-I23.1_89314848	0.42	1.0	1.0	1.0	1.0	1.0	1.0	0.28	0	0	1.0	1.0	0.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.26	1.0	1.0	1.0	1.0	0.38	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.45	0.43	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	0	0.27	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.15	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0	1.0	1.0	0.03	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.39	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
NT5C3B:ENSG00000141698:E1.18-E2.2|ENSG00000141698:E1.15-E2.2	0.31	0.09	0.04	0.06	0.23	0.18	0.13	0.13	0	0.26	0.15	0.14	0	0.21	0.1	0.06	0.23	0.0	0.12	0.22	0.25	0.09	0.1	0.19	0.15	0.22	0.22	0.04	0.07	0.13	0.3	0.17	0.2	0.0	0.05	0.09	0.11	0.25	0.12	0.1	0.14	0.12	0.15	0.12	0.0	0.11	0.15	0.09	0.2	0.18	0.17	0.21	0.15	0.15	0.26	0.22	0.14	0.23	0.11	0.0	0.24	0.16	0.16	0.13	0.09	0.14	0.12	0.2	0.13	0.02	0.12	0.09	0.2	0.05	0.14	0.13	0.25	0.15	0.11	0.29	0.13	0.21	0.17	0.03	0.15	0.06	0.13	0.03	0.09	0.07	0.23	0.2	0.2	0.17	0.15	0.18	0.29	0.12	0.48	0.17	0.14	0.29	0.07	0.12	0.24	0.1	0.1	0.17	0.19	0.13	0.2	0.24	0.19	0.09	0.19	0.21	0	0.05	0.13	0.12	0.16	0.23	0.07	0.14	0.11	0.33	0.14	0.13	0.16	0.22	0.09	0.19	0.23	0.1	0.18	0.13	0.12	0.06	0.05	0.32	0.13	0.07	0.04	0.11	0.15	0.12	0.07	0.08	0.13	0.03	0.16	0.22	0.19	0	0.12	0.71	0.16	0.05	0.09	0.07	0	0.2	0.18	0.25	0.16	0.25	0.27	0.15	0.11	0.24	0.25	0.13	0.11	0.18	0.02	0.26	0.19
BRD4:ENSG00000141867:E49.1-E50.1|ENSG00000141867:E49.1-E52.2	0.33	0.85	0.35	0.55	0.46	0.51	0.53	0.5	0.67	0.18	0.35	0.33	0	0.56	0.48	0.37	0.47	0.5	0.51	0.52	0.54	0.33	0.35	0.26	0.35	0.42	0.24	0.2	0.54	0.44	0.18	0.36	0.17	0.2	0.44	0.53	0.5	0.54	0.45	0.39	0.56	0.47	0.69	0.69	0	0.33	0.42	0.29	0.32	0.47	0.38	0.34	0.48	0.49	0.83	0.62	0.5	0.31	0.47	0.34	0.15	0.46	0.41	0.5	0.47	0.51	0.35	0	0.42	0.46	0.45	0.55	0.56	0.45	0	0.41	0.69	0.65	0.41	0.61	0.4	0.59	0	0	0.67	0.3	0.3	0.58	0.15	0.59	0.43	0.4	0.33	0.4	0.64	0.41	0.1	0	0.67	0.55	0.44	0.48	0.55	0.45	0.62	0.43	0.24	0.4	0.68	0.36	0.47	0.28	0.67	0.66	0.33	0.44	0.47	0.37	0.54	0.74	0.7	0.59	0.32	0.48	0.45	0.44	0.6	0.44	0.6	0.58	0.65	0.48	0.58	0.46	0.42	0.47	0.36	0.53	0.58	0.53	0.37	0.23	0.51	0.37	0.66	0.39	0.54	0.67	0.51	0.44	0.42	0.44	0	0.57	0.4	0.12	0.43	0.7	0.4	0.64	0.38	0.52	0.48	0.55	0.33	0.35	0.48	0.47	0.57	0.46	0.71	0.31	0.37	0.52	0.64	0.31	0.59
DUS3L:ENSG00000141994:E9.1-E9.5|ENSG00000141994:E9.1-E9.4	0.42	0.69	0.72	0.57	0.8	0.62	0.78	0.37	0.38	0.54	0.59	0.59	0.2	0.67	0.65	0.72	0.79	0.42	0.34	0.65	0.63	0.33	0.75	0.41	0.76	0.32	0.58	0.78	0.65	0.54	0.32	0.3	0.39	0.61	0.86	0.73	0.77	0.72	0.75	0.72	0.91	0.42	0.71	0.32	0.72	0.64	0.6	0.48	0.81	0.69	0.67	0.73	0.71	0.72	0.69	0.33	0.88	0.71	0.55	0.6	0.5	0.42	0.23	0.85	0.56	0.71	0.79	0.68	0.73	0.83	0.69	0.85	0.52	0.62	0.82	0.59	0.58	0.79	0.51	0.52	0.78	0.68	0.85	0.74	0.72	0.64	0.52	0.77	0.79	0.89	0.51	0.59	0.78	0.39	0.89	0.76	0.87	0.82	0.33	0.69	0.65	0.81	0.23	0.75	0.68	0.49	0.62	0.38	0.86	0.81	0.55	0.58	0.65	0.58	0.64	0.7	0.54	0.42	0.52	0.74	0.75	0.25	0.5	0.48	0.75	0.61	0.8	0.79	0.48	0.66	0.48	0.51	0.6	0.62	0.65	0.6	0.73	0.84	0.54	0.78	0.36	0.4	0.45	0.74	0.58	0.55	0.6	0.86	0.82	0.76	0.41	0.53	0.81	0.63	0.5	0.15	0.67	0.73	0.78	0.8	0.61	0.79	0.75	0.57	0.84	0.46	0.55	0.41	0.74	0.58	0.71	0.56	0.74	0.52	0.81	0.49	0.85
DPP9:ENSG00000142002:E25.3-E27.2|ENSG00000142002:E26.1-E27.2	0.75	0.87	0.78	0.88	0.84	0.9	0.88	0.88	0.87	0.76	0.92	0.87	0	0.9	0.83	0.86	0.86	0.9	0.94	0.74	0.88	0.84	0.83	0.75	0.85	0.89	0.86	0.87	0.86	0.83	0.84	0.88	0.85	0.84	0.95	0.91	0.86	0.82	0.88	0.89	0.81	0.84	0.91	0.88	0.91	0.72	0.86	0.86	0.73	0.86	0.84	0.88	0.89	0.74	0.87	0.72	0.89	0.8	0.87	0.86	0.82	0.84	1.0	0.7	0.91	0.71	0.86	0.9	0.95	0.92	0.86	0.85	0.88	0.88	0.79	0.93	0.79	0.89	0.84	0.83	0.86	0.77	0.78	0.88	0.89	0.84	0.91	0.81	0.83	0.91	0.87	0.79	0.9	0.84	0.94	0.73	0.97	0.9	0.73	0.91	0.93	0.81	0.81	0.81	0.9	0.85	0.9	0.75	0.8	0.91	0.91	0.78	0.86	0.86	0.61	0.86	0.85	0.72	0.91	0.89	0.83	0.91	0.87	0.95	0.95	0.87	0.93	0.97	0.85	0.77	0.89	0.74	0.81	0.83	0.88	0.9	0.89	0.82	0.93	0.91	0.89	0.93	0.87	0.81	0.84	0.85	0.91	0.83	0.97	0.84	0.91	0.91	0.74	0.77	0.88	0.75	0.89	0.83	0.94	0.9	0.9	0.88	0.9	0.77	0.87	0.81	0.85	0.84	0.8	0.85	0.93	0.8	0.92	0.86	0.89	0.75	0.93
